00 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
01 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
02 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
03 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
04 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
05 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
06 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
07 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
08 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
09 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
10 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
11 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
12 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000010000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
13 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000010000000 000000000000000000 010000000010000010 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
14 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 010000010010000010 000000000000000000 010000010010000010 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
15 000000000000000000 000000000000000000 000000000000000000 000000000001010000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 010000010010000010 000000000000000000 010000010011001010 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
16 000000000000000000 000000000001000000 000000000000000000 000000000011010100 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 010000010011001010 000000000000000000 010001010111001111 000000000000000000 000000000000000001 000000000000000000 000000000100000001 
17 000000000000000000 011010000001010100 000000000000000000 011110100011010110 000000000000000000 000000000000000000 000000000000000000 000000000000010000 000000000000000000 010001010111001111 000000000010000010 011001010101011101 000000000000000000 000000001100000001 000000000000000000 100000001111011001 
18 000000000000000000 011110100011010100 000000000000000000 011110111011110110 000000000000000000 000010000000010000 000000000000000000 010010000000010000 000000000010000010 111001110101011101 010000010010001010 101001111101011101 000000000000000000 100000001101111101 000000000000000000 110101001111111111 
19 000000000000000000 011111111011110110 001000000001010100 110111111111110111 000000000000000000 010010000000010000 000000000000010000 010011000000010000 010000010011001010 101001111100111101 010001010011001010 101011101000111100 000000000000000000 101101001111111111 000000000000000001 111111111111111111 
20 000000000001010000 111111111111111111 001000000001010110 111111111111111111 000000000000010000 011011110010010000 000010000010010100 111111110010010000 010000010011001010 101111101000110000 010001010011001100 000111101000110000 000000000000000001 111111111111111111 000000001000000001 111111111111111111 
